image_name,piece_0_0,piece_0_1,piece_0_2,piece_0_3,piece_0_4,piece_1_0,piece_1_1,piece_1_2,piece_1_3,piece_1_4,piece_2_0,piece_2_1,piece_2_2,piece_2_3,piece_2_4,piece_3_0,piece_3_1,piece_3_2,piece_3_3,piece_3_4,piece_4_0,piece_4_1,piece_4_2,piece_4_3,piece_4_4
74.jpg,"(2, 2)","(3, 3)","(0, 1)","(3, 0)","(0, 0)","(1, 0)","(4, 3)","(0, 0)","(3, 4)","(1, 2)","(1, 0)","(4, 3)","(0, 0)","(3, 4)","(1, 2)","(3, 1)","(1, 0)","(3, 2)","(1, 1)","(4, 2)","(1, 3)","(2, 1)","(3, 4)","(1, 4)","(4, 1)"
75.jpg,"(0, 4)","(2, 4)","(2, 1)","(1, 1)","(0, 0)","(0, 3)","(1, 3)","(0, 4)","(4, 3)","(4, 1)","(0, 3)","(1, 3)","(0, 4)","(4, 3)","(4, 1)","(2, 2)","(2, 0)","(4, 2)","(4, 0)","(3, 4)","(3, 2)","(0, 2)","(1, 0)","(1, 2)","(0, 1)"
76.jpg,"(2, 2)","(4, 3)","(2, 3)","(0, 0)","(4, 4)","(1, 4)","(0, 2)","(1, 1)","(2, 1)","(4, 4)","(1, 4)","(0, 2)","(1, 1)","(2, 1)","(4, 4)","(1, 0)","(3, 0)","(1, 4)","(0, 4)","(3, 1)","(1, 2)","(1, 3)","(4, 2)","(4, 0)","(4, 1)"
77.jpg,"(0, 0)","(2, 2)","(0, 0)","(3, 3)","(2, 0)","(4, 2)","(4, 4)","(2, 3)","(4, 0)","(4, 3)","(4, 2)","(4, 4)","(2, 3)","(4, 0)","(4, 3)","(1, 1)","(1, 2)","(0, 4)","(0, 0)","(3, 0)","(0, 2)","(2, 1)","(0, 4)","(0, 1)","(1, 0)"
78.jpg,"(4, 4)","(3, 1)","(4, 2)","(2, 2)","(1, 1)","(0, 4)","(2, 4)","(1, 2)","(4, 1)","(3, 0)","(0, 4)","(2, 4)","(1, 2)","(4, 1)","(3, 0)","(0, 3)","(1, 4)","(0, 0)","(0, 2)","(1, 0)","(1, 3)","(3, 4)","(2, 0)","(2, 1)","(3, 3)"
79.jpg,"(3, 1)","(4, 3)","(2, 3)","(4, 4)","(4, 1)","(0, 0)","(1, 0)","(1, 2)","(1, 3)","(2, 2)","(0, 0)","(1, 0)","(1, 2)","(1, 3)","(2, 2)","(4, 4)","(2, 0)","(0, 2)","(2, 4)","(1, 4)","(3, 2)","(4, 0)","(0, 1)","(2, 1)","(0, 4)"
80.jpg,"(4, 0)","(2, 1)","(0, 0)","(3, 2)","(1, 1)","(4, 0)","(2, 2)","(4, 3)","(0, 4)","(0, 0)","(4, 0)","(2, 2)","(4, 3)","(0, 4)","(0, 0)","(3, 4)","(0, 0)","(1, 4)","(4, 2)","(1, 2)","(2, 4)","(2, 3)","(3, 3)","(0, 0)","(0, 1)"
81.jpg,"(4, 1)","(0, 0)","(0, 2)","(1, 2)","(0, 0)","(2, 2)","(4, 2)","(4, 3)","(2, 3)","(2, 4)","(2, 2)","(4, 2)","(4, 3)","(2, 3)","(2, 4)","(3, 3)","(0, 1)","(3, 4)","(1, 1)","(1, 3)","(0, 3)","(0, 0)","(2, 1)","(4, 4)","(3, 2)"
82.jpg,"(0, 2)","(0, 1)","(1, 0)","(2, 3)","(4, 1)","(3, 3)","(1, 3)","(4, 3)","(0, 0)","(3, 2)","(3, 3)","(1, 3)","(4, 3)","(0, 0)","(3, 2)","(2, 0)","(1, 1)","(2, 1)","(1, 2)","(4, 4)","(2, 2)","(4, 0)","(3, 0)","(3, 1)","(0, 0)"
83.jpg,"(4, 2)","(0, 2)","(2, 2)","(1, 0)","(4, 0)","(0, 4)","(1, 4)","(0, 1)","(0, 3)","(2, 3)","(0, 4)","(1, 4)","(0, 1)","(0, 3)","(2, 3)","(1, 1)","(4, 3)","(4, 1)","(3, 1)","(3, 3)","(2, 0)","(0, 0)","(0, 0)","(4, 4)","(3, 2)"
84.jpg,"(0, 1)","(4, 3)","(0, 4)","(2, 2)","(2, 0)","(1, 0)","(2, 1)","(4, 2)","(2, 3)","(3, 3)","(1, 0)","(2, 1)","(4, 2)","(2, 3)","(3, 3)","(2, 4)","(4, 1)","(1, 2)","(4, 1)","(0, 3)","(3, 2)","(0, 0)","(0, 0)","(3, 0)","(1, 1)"
85.jpg,"(1, 1)","(4, 2)","(3, 0)","(4, 1)","(2, 4)","(3, 4)","(2, 1)","(3, 3)","(0, 4)","(1, 4)","(3, 4)","(2, 1)","(3, 3)","(0, 4)","(1, 4)","(3, 1)","(4, 0)","(2, 3)","(0, 1)","(0, 2)","(4, 4)","(2, 0)","(2, 2)","(1, 0)","(0, 3)"
86.jpg,"(2, 3)","(0, 1)","(0, 0)","(3, 0)","(0, 0)","(4, 3)","(0, 0)","(0, 0)","(2, 1)","(3, 3)","(4, 3)","(0, 0)","(0, 0)","(2, 1)","(3, 3)","(1, 0)","(1, 3)","(3, 2)","(0, 0)","(2, 0)","(0, 0)","(0, 0)","(1, 2)","(3, 1)","(1, 1)"
87.jpg,"(0, 3)","(1, 2)","(4, 3)","(2, 3)","(0, 0)","(3, 0)","(0, 0)","(0, 4)","(1, 4)","(2, 2)","(3, 0)","(0, 0)","(0, 4)","(1, 4)","(2, 2)","(4, 1)","(0, 2)","(1, 1)","(2, 1)","(3, 4)","(3, 1)","(0, 0)","(0, 0)","(3, 2)","(0, 0)"
88.jpg,"(3, 0)","(3, 3)","(0, 1)","(4, 2)","(1, 2)","(0, 4)","(1, 3)","(3, 1)","(3, 2)","(1, 0)","(0, 4)","(1, 3)","(3, 1)","(3, 2)","(1, 0)","(2, 3)","(1, 4)","(4, 0)","(4, 1)","(0, 3)","(1, 4)","(2, 2)","(0, 2)","(1, 1)","(4, 3)"
89.jpg,"(2, 2)","(0, 0)","(3, 3)","(4, 0)","(0, 4)","(1, 2)","(2, 3)","(0, 3)","(0, 1)","(1, 0)","(1, 2)","(2, 3)","(0, 3)","(0, 1)","(1, 0)","(1, 1)","(0, 2)","(4, 1)","(3, 1)","(4, 3)","(0, 0)","(4, 4)","(3, 2)","(3, 4)","(0, 0)"
90.jpg,"(3, 4)","(0, 2)","(4, 0)","(2, 0)","(2, 1)","(4, 2)","(3, 3)","(3, 0)","(0, 1)","(4, 1)","(4, 2)","(3, 3)","(3, 0)","(0, 1)","(4, 1)","(1, 1)","(0, 3)","(1, 3)","(1, 4)","(0, 0)","(1, 0)","(4, 3)","(2, 2)","(4, 4)","(2, 4)"
91.jpg,"(2, 4)","(3, 2)","(1, 4)","(3, 1)","(1, 2)","(0, 0)","(4, 3)","(4, 0)","(1, 3)","(4, 1)","(0, 0)","(4, 3)","(4, 0)","(1, 3)","(4, 1)","(4, 2)","(0, 0)","(0, 2)","(4, 0)","(0, 1)","(2, 1)","(3, 0)","(3, 3)","(1, 0)","(2, 0)"
92.jpg,"(1, 1)","(2, 1)","(2, 2)","(4, 3)","(1, 2)","(1, 4)","(4, 1)","(3, 1)","(4, 4)","(0, 2)","(1, 4)","(4, 1)","(3, 1)","(4, 4)","(0, 2)","(2, 3)","(1, 2)","(0, 3)","(0, 1)","(3, 3)","(2, 4)","(0, 4)","(1, 3)","(4, 0)","(3, 4)"
93.jpg,"(3, 1)","(1, 0)","(3, 2)","(0, 4)","(1, 2)","(2, 2)","(4, 1)","(2, 4)","(2, 3)","(4, 4)","(2, 2)","(4, 1)","(2, 4)","(2, 3)","(4, 4)","(1, 3)","(0, 2)","(3, 0)","(1, 1)","(4, 3)","(2, 1)","(3, 4)","(4, 2)","(1, 4)","(3, 3)"
94.jpg,"(2, 1)","(2, 4)","(2, 0)","(4, 0)","(0, 0)","(2, 3)","(4, 1)","(3, 4)","(0, 4)","(3, 1)","(2, 3)","(4, 1)","(3, 4)","(0, 4)","(3, 1)","(3, 3)","(1, 4)","(0, 1)","(1, 2)","(1, 1)","(2, 2)","(4, 2)","(3, 0)","(1, 0)","(1, 3)"
95.jpg,"(0, 2)","(3, 1)","(1, 0)","(4, 3)","(0, 1)","(3, 4)","(0, 0)","(4, 2)","(3, 2)","(2, 3)","(3, 4)","(0, 0)","(4, 2)","(3, 2)","(2, 3)","(2, 1)","(1, 2)","(1, 4)","(0, 0)","(1, 1)","(0, 4)","(2, 2)","(2, 4)","(2, 0)","(0, 0)"
96.jpg,"(4, 4)","(1, 2)","(3, 1)","(0, 1)","(2, 4)","(3, 0)","(1, 1)","(0, 0)","(2, 0)","(0, 0)","(3, 0)","(1, 1)","(0, 0)","(2, 0)","(0, 0)","(2, 3)","(4, 2)","(0, 0)","(0, 3)","(3, 3)","(3, 4)","(3, 2)","(0, 0)","(4, 1)","(0, 2)"
97.jpg,"(1, 3)","(3, 1)","(2, 4)","(2, 2)","(3, 2)","(0, 3)","(3, 0)","(4, 2)","(2, 3)","(4, 3)","(0, 3)","(3, 0)","(4, 2)","(2, 3)","(4, 3)","(2, 1)","(0, 4)","(0, 2)","(4, 0)","(1, 4)","(1, 1)","(2, 0)","(0, 0)","(0, 1)","(4, 4)"
98.jpg,"(3, 2)","(0, 0)","(4, 3)","(4, 2)","(0, 1)","(3, 3)","(3, 4)","(0, 4)","(3, 4)","(3, 1)","(3, 3)","(3, 4)","(0, 4)","(3, 4)","(3, 1)","(1, 2)","(2, 3)","(0, 2)","(4, 4)","(4, 1)","(1, 2)","(0, 3)","(2, 1)","(4, 0)","(1, 4)"
99.jpg,"(3, 1)","(1, 1)","(3, 2)","(3, 3)","(1, 0)","(4, 4)","(0, 0)","(0, 1)","(2, 4)","(0, 3)","(4, 4)","(0, 0)","(0, 1)","(2, 4)","(0, 3)","(1, 4)","(0, 0)","(1, 3)","(1, 2)","(3, 4)","(2, 2)","(0, 0)","(0, 2)","(2, 3)","(4, 2)"
100.jpg,"(0, 0)","(3, 1)","(1, 3)","(2, 4)","(2, 1)","(0, 3)","(1, 0)","(1, 4)","(2, 0)","(4, 3)","(0, 3)","(1, 0)","(1, 4)","(2, 0)","(4, 3)","(0, 1)","(4, 0)","(0, 2)","(4, 1)","(4, 2)","(3, 2)","(0, 4)","(2, 2)","(0, 0)","(1, 2)"
101.jpg,"(0, 3)","(0, 4)","(2, 1)","(4, 4)","(0, 2)","(2, 4)","(4, 2)","(2, 3)","(3, 3)","(1, 2)","(2, 4)","(4, 2)","(2, 3)","(3, 3)","(1, 2)","(1, 1)","(3, 2)","(3, 0)","(4, 3)","(4, 1)","(4, 0)","(1, 3)","(1, 0)","(0, 1)","(2, 2)"
102.jpg,"(0, 2)","(3, 1)","(4, 1)","(1, 3)","(0, 0)","(4, 3)","(1, 0)","(2, 1)","(1, 2)","(4, 2)","(4, 3)","(1, 0)","(2, 1)","(1, 2)","(4, 2)","(3, 3)","(2, 0)","(0, 1)","(2, 3)","(3, 0)","(0, 0)","(3, 2)","(2, 2)","(0, 3)","(0, 4)"
103.jpg,"(0, 0)","(0, 0)","(3, 2)","(4, 3)","(1, 4)","(4, 0)","(0, 0)","(3, 3)","(0, 0)","(3, 4)","(4, 0)","(0, 0)","(3, 3)","(0, 0)","(3, 4)","(2, 4)","(1, 1)","(0, 0)","(1, 3)","(4, 4)","(0, 1)","(2, 3)","(3, 1)","(4, 1)","(0, 2)"
104.jpg,"(0, 0)","(0, 0)","(3, 1)","(2, 1)","(1, 3)","(2, 4)","(0, 1)","(0, 2)","(0, 0)","(3, 2)","(2, 4)","(0, 1)","(0, 2)","(0, 0)","(3, 2)","(4, 1)","(0, 4)","(0, 3)","(3, 3)","(4, 4)","(3, 4)","(4, 2)","(2, 2)","(4, 3)","(2, 3)"
105.jpg,"(2, 2)","(4, 3)","(0, 1)","(3, 2)","(1, 4)","(2, 1)","(4, 4)","(4, 2)","(0, 0)","(1, 2)","(2, 1)","(4, 4)","(4, 2)","(0, 0)","(1, 2)","(0, 0)","(2, 3)","(0, 3)","(4, 1)","(1, 1)","(1, 3)","(0, 4)","(0, 0)","(0, 0)","(3, 1)"
106.jpg,"(3, 2)","(0, 0)","(2, 3)","(1, 3)","(0, 1)","(2, 4)","(2, 1)","(0, 0)","(4, 2)","(0, 2)","(2, 4)","(2, 1)","(0, 0)","(4, 2)","(0, 2)","(0, 3)","(0, 0)","(0, 0)","(0, 4)","(4, 0)","(2, 2)","(0, 4)","(0, 0)","(3, 0)","(3, 4)"
107.jpg,"(0, 2)","(4, 3)","(1, 1)","(4, 0)","(1, 3)","(1, 2)","(3, 2)","(3, 4)","(4, 4)","(2, 0)","(1, 2)","(3, 2)","(3, 4)","(4, 4)","(2, 0)","(3, 4)","(2, 1)","(1, 0)","(4, 2)","(0, 0)","(2, 2)","(0, 1)","(4, 1)","(0, 4)","(3, 3)"
108.jpg,"(4, 3)","(3, 3)","(2, 2)","(4, 0)","(3, 0)","(0, 2)","(0, 3)","(1, 4)","(1, 0)","(3, 1)","(0, 2)","(0, 3)","(1, 4)","(1, 0)","(3, 1)","(4, 4)","(0, 4)","(4, 2)","(0, 0)","(2, 4)","(3, 4)","(3, 2)","(4, 1)","(2, 1)","(0, 4)"
109.jpg,"(0, 4)","(3, 2)","(4, 0)","(3, 0)","(4, 2)","(2, 2)","(2, 0)","(4, 3)","(0, 1)","(3, 3)","(2, 2)","(2, 0)","(4, 3)","(0, 1)","(3, 3)","(0, 0)","(2, 4)","(4, 4)","(1, 1)","(0, 2)","(2, 3)","(0, 3)","(1, 4)","(1, 0)","(3, 1)"
110.jpg,"(1, 2)","(0, 0)","(1, 3)","(2, 3)","(0, 0)","(0, 4)","(4, 4)","(3, 0)","(3, 3)","(1, 1)","(0, 4)","(4, 4)","(3, 0)","(3, 3)","(1, 1)","(0, 0)","(0, 3)","(4, 3)","(0, 2)","(2, 0)","(2, 2)","(0, 0)","(3, 2)","(3, 1)","(4, 0)"
111.jpg,"(0, 0)","(3, 0)","(1, 3)","(0, 4)","(2, 3)","(4, 0)","(0, 2)","(4, 2)","(4, 3)","(4, 1)","(4, 0)","(0, 2)","(4, 2)","(4, 3)","(4, 1)","(1, 1)","(2, 2)","(2, 4)","(2, 0)","(1, 4)","(3, 0)","(2, 1)","(0, 1)","(0, 0)","(0, 4)"
112.jpg,"(1, 4)","(4, 1)","(0, 4)","(3, 1)","(1, 3)","(3, 3)","(0, 2)","(4, 2)","(2, 2)","(0, 0)","(3, 3)","(0, 2)","(4, 2)","(2, 2)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 2)","(3, 0)","(0, 3)","(2, 3)","(2, 0)","(0, 4)","(4, 0)"
113.jpg,"(0, 2)","(0, 0)","(3, 3)","(3, 0)","(4, 3)","(2, 3)","(4, 0)","(0, 0)","(2, 2)","(3, 4)","(2, 3)","(4, 0)","(0, 0)","(2, 2)","(3, 4)","(4, 2)","(2, 4)","(1, 2)","(1, 3)","(0, 0)","(0, 0)","(3, 2)","(1, 0)","(0, 1)","(0, 4)"
114.jpg,"(3, 4)","(2, 1)","(0, 2)","(0, 3)","(4, 2)","(1, 1)","(2, 4)","(3, 3)","(2, 4)","(0, 0)","(1, 1)","(2, 4)","(3, 3)","(2, 4)","(0, 0)","(2, 3)","(4, 4)","(0, 1)","(3, 2)","(3, 1)","(1, 4)","(1, 3)","(3, 0)","(2, 2)","(4, 1)"
115.jpg,"(4, 2)","(2, 3)","(0, 2)","(2, 2)","(0, 1)","(3, 1)","(2, 4)","(3, 2)","(4, 4)","(3, 0)","(3, 1)","(2, 4)","(3, 2)","(4, 4)","(3, 0)","(4, 3)","(2, 1)","(1, 4)","(3, 3)","(1, 1)","(3, 4)","(0, 0)","(4, 0)","(2, 0)","(1, 2)"
116.jpg,"(3, 3)","(2, 2)","(4, 1)","(2, 1)","(0, 0)","(3, 2)","(3, 1)","(2, 0)","(1, 1)","(1, 4)","(3, 2)","(3, 1)","(2, 0)","(1, 1)","(1, 4)","(0, 0)","(1, 2)","(4, 0)","(1, 0)","(0, 4)","(4, 4)","(0, 1)","(0, 0)","(4, 2)","(4, 3)"
117.jpg,"(1, 0)","(0, 0)","(2, 3)","(4, 1)","(2, 0)","(2, 1)","(0, 3)","(3, 0)","(0, 1)","(0, 0)","(2, 1)","(0, 3)","(3, 0)","(0, 1)","(0, 0)","(4, 2)","(0, 0)","(0, 0)","(4, 0)","(1, 3)","(1, 2)","(0, 2)","(0, 0)","(3, 2)","(4, 3)"
118.jpg,"(2, 4)","(3, 3)","(1, 0)","(3, 0)","(0, 3)","(2, 1)","(4, 3)","(1, 3)","(4, 2)","(2, 2)","(2, 1)","(4, 3)","(1, 3)","(4, 2)","(2, 2)","(0, 2)","(4, 4)","(0, 0)","(4, 0)","(1, 2)","(0, 1)","(3, 1)","(2, 3)","(4, 1)","(1, 1)"
119.jpg,"(0, 4)","(2, 0)","(4, 4)","(0, 0)","(1, 1)","(4, 1)","(2, 1)","(1, 4)","(0, 2)","(3, 3)","(4, 1)","(2, 1)","(1, 4)","(0, 2)","(3, 3)","(2, 2)","(0, 1)","(3, 0)","(2, 3)","(1, 2)","(1, 0)","(1, 3)","(3, 0)","(3, 2)","(1, 4)"
120.jpg,"(1, 2)","(4, 1)","(1, 3)","(2, 3)","(0, 3)","(4, 2)","(0, 0)","(2, 2)","(4, 0)","(2, 4)","(4, 2)","(0, 0)","(2, 2)","(4, 0)","(2, 4)","(0, 0)","(0, 2)","(3, 2)","(0, 0)","(3, 3)","(1, 4)","(0, 4)","(2, 1)","(1, 1)","(0, 1)"
121.jpg,"(1, 2)","(0, 2)","(1, 1)","(2, 3)","(4, 2)","(0, 4)","(3, 3)","(3, 1)","(1, 0)","(4, 0)","(0, 4)","(3, 3)","(3, 1)","(1, 0)","(4, 0)","(3, 0)","(0, 0)","(0, 0)","(1, 3)","(2, 1)","(3, 2)","(2, 2)","(4, 3)","(0, 1)","(4, 4)"
122.jpg,"(1, 0)","(0, 2)","(4, 2)","(0, 0)","(2, 3)","(4, 1)","(2, 1)","(4, 0)","(1, 2)","(4, 4)","(4, 1)","(2, 1)","(4, 0)","(1, 2)","(4, 4)","(1, 1)","(0, 0)","(4, 3)","(3, 3)","(0, 3)","(1, 3)","(0, 0)","(1, 4)","(1, 4)","(3, 1)"
123.jpg,"(1, 4)","(2, 1)","(2, 0)","(2, 2)","(1, 3)","(4, 3)","(3, 0)","(3, 3)","(0, 3)","(1, 2)","(4, 3)","(3, 0)","(3, 3)","(0, 3)","(1, 2)","(4, 0)","(0, 4)","(2, 3)","(0, 2)","(1, 1)","(4, 2)","(0, 1)","(4, 4)","(1, 0)","(3, 1)"
124.jpg,"(0, 4)","(2, 4)","(3, 3)","(4, 3)","(1, 3)","(4, 1)","(0, 1)","(4, 2)","(2, 2)","(1, 1)","(4, 1)","(0, 1)","(4, 2)","(2, 2)","(1, 1)","(2, 3)","(3, 1)","(0, 0)","(0, 2)","(1, 4)","(1, 2)","(0, 0)","(4, 4)","(4, 0)","(0, 3)"
125.jpg,"(3, 3)","(4, 4)","(0, 3)","(4, 2)","(3, 1)","(1, 4)","(0, 1)","(4, 0)","(1, 0)","(2, 4)","(1, 4)","(0, 1)","(4, 0)","(1, 0)","(2, 4)","(2, 0)","(2, 1)","(4, 1)","(1, 3)","(0, 0)","(2, 2)","(3, 2)","(0, 2)","(4, 3)","(1, 1)"
126.jpg,"(2, 2)","(4, 3)","(3, 0)","(3, 2)","(1, 0)","(4, 2)","(3, 3)","(1, 1)","(0, 0)","(0, 0)","(4, 2)","(3, 3)","(1, 1)","(0, 0)","(0, 0)","(0, 3)","(4, 1)","(0, 1)","(2, 0)","(2, 1)","(1, 2)","(4, 0)","(0, 0)","(1, 3)","(3, 1)"
127.jpg,"(1, 2)","(4, 0)","(1, 1)","(4, 3)","(0, 2)","(1, 0)","(4, 1)","(2, 4)","(0, 0)","(2, 0)","(1, 0)","(4, 1)","(2, 4)","(0, 0)","(2, 0)","(2, 1)","(1, 4)","(3, 3)","(0, 0)","(3, 4)","(0, 3)","(2, 2)","(3, 1)","(3, 2)","(2, 3)"
128.jpg,"(3, 0)","(4, 0)","(0, 0)","(4, 2)","(2, 3)","(0, 0)","(2, 0)","(3, 2)","(4, 3)","(1, 3)","(0, 0)","(2, 0)","(3, 2)","(4, 3)","(1, 3)","(0, 4)","(0, 3)","(0, 2)","(1, 0)","(1, 1)","(1, 4)","(2, 4)","(0, 1)","(2, 2)","(2, 1)"
129.jpg,"(0, 0)","(4, 3)","(3, 2)","(0, 1)","(2, 1)","(1, 3)","(1, 0)","(3, 0)","(0, 0)","(0, 0)","(1, 3)","(1, 0)","(3, 0)","(0, 0)","(0, 0)","(4, 0)","(4, 0)","(3, 1)","(2, 0)","(0, 4)","(0, 0)","(2, 3)","(4, 2)","(2, 2)","(0, 2)"
130.jpg,"(1, 1)","(1, 4)","(0, 0)","(2, 3)","(0, 3)","(1, 0)","(4, 2)","(2, 1)","(3, 3)","(0, 4)","(1, 0)","(4, 2)","(2, 1)","(3, 3)","(0, 4)","(3, 4)","(0, 0)","(4, 1)","(3, 1)","(0, 0)","(1, 2)","(2, 2)","(4, 0)","(3, 2)","(0, 2)"
131.jpg,"(0, 1)","(0, 0)","(4, 3)","(2, 4)","(4, 4)","(1, 1)","(0, 0)","(0, 4)","(2, 1)","(1, 4)","(1, 1)","(0, 0)","(0, 4)","(2, 1)","(1, 4)","(4, 1)","(0, 1)","(4, 2)","(3, 1)","(0, 0)","(0, 3)","(3, 4)","(1, 2)","(1, 0)","(3, 3)"
132.jpg,"(3, 4)","(4, 2)","(1, 2)","(0, 1)","(4, 4)","(0, 0)","(3, 0)","(2, 1)","(4, 1)","(1, 4)","(0, 0)","(3, 0)","(2, 1)","(4, 1)","(1, 4)","(1, 3)","(3, 1)","(4, 0)","(0, 0)","(3, 3)","(3, 2)","(1, 1)","(2, 3)","(4, 3)","(2, 4)"
133.jpg,"(0, 3)","(2, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 3)","(0, 1)","(4, 2)","(2, 2)","(1, 0)","(1, 3)","(0, 1)","(4, 2)","(2, 2)","(1, 0)","(4, 4)","(2, 3)","(2, 1)","(3, 2)","(1, 4)","(0, 0)","(1, 1)","(0, 4)","(0, 2)","(1, 2)"
134.jpg,"(0, 0)","(0, 1)","(3, 2)","(3, 3)","(0, 0)","(1, 1)","(1, 0)","(4, 3)","(2, 3)","(1, 3)","(1, 1)","(1, 0)","(4, 3)","(2, 3)","(1, 3)","(0, 3)","(0, 0)","(4, 2)","(4, 0)","(3, 0)","(0, 4)","(2, 2)","(0, 0)","(4, 1)","(3, 1)"
135.jpg,"(4, 4)","(3, 4)","(0, 0)","(0, 0)","(0, 1)","(3, 3)","(0, 0)","(0, 0)","(1, 1)","(1, 3)","(3, 3)","(0, 0)","(0, 0)","(1, 1)","(1, 3)","(4, 1)","(0, 4)","(3, 1)","(2, 3)","(0, 2)","(0, 3)","(4, 2)","(0, 0)","(1, 2)","(3, 2)"
136.jpg,"(0, 0)","(4, 0)","(4, 2)","(1, 4)","(1, 3)","(4, 3)","(3, 4)","(0, 0)","(4, 1)","(0, 4)","(4, 3)","(3, 4)","(0, 0)","(4, 1)","(0, 4)","(2, 1)","(0, 0)","(2, 3)","(1, 1)","(3, 2)","(3, 3)","(0, 1)","(1, 2)","(4, 4)","(0, 2)"
137.jpg,"(4, 1)","(0, 0)","(3, 1)","(0, 1)","(0, 0)","(1, 2)","(1, 1)","(4, 3)","(4, 2)","(3, 0)","(1, 2)","(1, 1)","(4, 3)","(4, 2)","(3, 0)","(0, 3)","(0, 0)","(2, 1)","(2, 3)","(0, 0)","(2, 2)","(2, 0)","(4, 0)","(0, 2)","(4, 4)"
138.jpg,"(0, 1)","(2, 4)","(1, 1)","(1, 2)","(0, 3)","(4, 3)","(4, 1)","(0, 4)","(4, 4)","(1, 0)","(4, 3)","(4, 1)","(0, 4)","(4, 4)","(1, 0)","(1, 4)","(3, 0)","(3, 2)","(0, 0)","(2, 1)","(2, 0)","(0, 2)","(3, 3)","(1, 3)","(4, 0)"
139.jpg,"(1, 4)","(2, 2)","(0, 0)","(2, 1)","(1, 1)","(0, 2)","(3, 4)","(4, 0)","(0, 4)","(2, 3)","(0, 2)","(3, 4)","(4, 0)","(0, 4)","(2, 3)","(3, 0)","(3, 1)","(4, 3)","(4, 1)","(0, 3)","(1, 2)","(2, 0)","(0, 1)","(4, 4)","(3, 2)"
140.jpg,"(3, 2)","(3, 1)","(0, 0)","(2, 2)","(4, 1)","(1, 2)","(0, 0)","(0, 2)","(1, 1)","(2, 4)","(1, 2)","(0, 0)","(0, 2)","(1, 1)","(2, 4)","(3, 3)","(3, 0)","(0, 4)","(4, 3)","(0, 3)","(0, 1)","(2, 3)","(1, 0)","(0, 0)","(4, 2)"
141.jpg,"(0, 3)","(3, 0)","(2, 1)","(0, 0)","(2, 3)","(0, 0)","(0, 4)","(3, 0)","(1, 0)","(4, 2)","(0, 0)","(0, 4)","(3, 0)","(1, 0)","(4, 2)","(3, 3)","(2, 0)","(0, 4)","(1, 2)","(3, 2)","(0, 2)","(0, 4)","(0, 1)","(3, 1)","(1, 1)"
142.jpg,"(0, 3)","(1, 4)","(0, 4)","(0, 0)","(4, 4)","(1, 3)","(0, 1)","(2, 2)","(0, 2)","(0, 0)","(1, 3)","(0, 1)","(2, 2)","(0, 2)","(0, 0)","(3, 2)","(2, 1)","(0, 4)","(1, 1)","(0, 0)","(4, 2)","(0, 0)","(1, 0)","(2, 3)","(3, 3)"
143.jpg,"(1, 4)","(0, 0)","(4, 2)","(0, 0)","(4, 3)","(2, 2)","(1, 1)","(1, 3)","(0, 3)","(0, 0)","(2, 2)","(1, 1)","(1, 3)","(0, 3)","(0, 0)","(0, 0)","(2, 1)","(3, 2)","(0, 1)","(0, 0)","(0, 0)","(1, 4)","(2, 3)","(1, 2)","(1, 0)"
144.jpg,"(0, 0)","(2, 0)","(1, 1)","(1, 4)","(3, 1)","(2, 4)","(2, 2)","(0, 0)","(1, 2)","(0, 0)","(2, 4)","(2, 2)","(0, 0)","(1, 2)","(0, 0)","(0, 1)","(0, 2)","(3, 3)","(2, 3)","(4, 3)","(4, 0)","(4, 4)","(0, 4)","(3, 2)","(2, 1)"
145.jpg,"(0, 4)","(0, 0)","(2, 3)","(0, 1)","(0, 3)","(1, 1)","(4, 0)","(1, 4)","(3, 1)","(1, 3)","(1, 1)","(4, 0)","(1, 4)","(3, 1)","(1, 3)","(4, 4)","(2, 1)","(2, 0)","(1, 0)","(1, 2)","(2, 4)","(4, 2)","(4, 1)","(3, 0)","(3, 4)"
146.jpg,"(3, 1)","(2, 2)","(0, 0)","(1, 4)","(3, 3)","(2, 1)","(1, 2)","(1, 1)","(4, 0)","(4, 2)","(2, 1)","(1, 2)","(1, 1)","(4, 0)","(4, 2)","(0, 2)","(4, 4)","(3, 4)","(0, 3)","(2, 0)","(1, 0)","(0, 1)","(2, 0)","(1, 3)","(4, 1)"
147.jpg,"(3, 3)","(4, 2)","(3, 1)","(0, 2)","(2, 2)","(1, 4)","(4, 3)","(3, 4)","(0, 0)","(4, 1)","(1, 4)","(4, 3)","(3, 4)","(0, 0)","(4, 1)","(2, 3)","(0, 3)","(0, 4)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(2, 4)","(4, 4)","(4, 0)"
148.jpg,"(2, 2)","(2, 3)","(1, 1)","(1, 3)","(2, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(3, 3)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(3, 3)","(1, 0)","(0, 3)","(4, 2)","(2, 1)","(0, 4)","(0, 2)","(3, 1)","(0, 1)","(3, 0)","(0, 4)"
